 Force constants in Cartesian coordinates: 
                6             7             8             9            10 
      6  0.823078D+00
      7 -0.219896D-02  0.280384D+00
      8 -0.541304D-03 -0.508349D-03  0.232447D-01
      9 -0.129844D-01 -0.138410D+00 -0.323068D-03  0.137766D+00
     10  0.218060D-02 -0.152390D-01  0.706680D-03 -0.136190D-01  0.280024D+00
     11 -0.613531D-03 -0.826744D-04  0.368283D-02  0.756830D-04 -0.802860D-02
     12 -0.129810D-01  0.136138D-01 -0.377958D-03  0.998988D-02  0.138245D+00
     13 -0.126215D+00  0.105163D-02 -0.415478D-03 -0.215666D-03  0.150415D-02
     14  0.173843D-01 -0.166356D-03 -0.803380D-02 -0.130402D-03  0.123207D-03
     15 -0.130314D+00  0.212849D-03 -0.481914D-03  0.117996D-02  0.909291D-03
     16  0.126897D+00  0.149519D-02 -0.176475D-03 -0.880998D-03  0.106048D-02
     17  0.132379D-01  0.216685D-03  0.117975D-01  0.270652D-04 -0.133151D-03
     18 -0.130376D+00 -0.894444D-03  0.493837D-03 -0.484809D-02 -0.228140D-03
     19  0.358788D-03 -0.389939D-04 -0.622565D-04  0.375795D-04 -0.234631D-04
     20  0.222354D-01 -0.410969D-03  0.222266D-03  0.118188D-03  0.420034D-03
     21  0.595908D-02 -0.140018D-03  0.224737D-03  0.333828D-04  0.147771D-03
               11            12            13            14            15 
     11  0.235743D-01
     12 -0.494975D-02  0.137750D+00
     13  0.513024D-03  0.879729D-03  0.277840D+00
     14  0.117917D-01 -0.452155D-05 -0.184655D-01  0.289502D-01
     15  0.460165D-03 -0.484967D-02  0.137230D+00 -0.115324D-01  0.137223D+00
     16  0.117333D-03  0.212374D-03 -0.153178D-01 -0.114849D-02  0.134301D-01
     17 -0.804265D-02 -0.136469D-03  0.173230D-02  0.222288D-02 -0.171947D-02
     18 -0.476567D-03  0.117991D-02 -0.134791D-01 -0.127518D-02  0.963616D-02
     19  0.706980D-04 -0.333522D-04  0.770228D-05  0.230882D-02  0.462871D-03
     20  0.210449D-03  0.118897D-03 -0.433921D-03 -0.609070D-02 -0.392798D-03
     21  0.222241D-03  0.336704D-04 -0.169843D-03 -0.453197D-03  0.109785D-03
               16            17            18            19            20 
     16  0.279000D+00
     17  0.101974D-01  0.278390D-01
     18 -0.137720D+00 -0.701584D-02  0.137287D+00
     19 -0.591429D-04 -0.250696D-02 -0.475846D-03  0.166887D-02
     20  0.235327D-03 -0.602665D-02 -0.379678D-03 -0.837444D-04 -0.381001D-02
     21  0.155524D-03 -0.457415D-03  0.110416D-03 -0.373601D-04 -0.232739D-02
               21 
     21  0.134672D-02
--
 Force constants in Cartesian coordinates: 
                1             2             3             4             5 
      1  0.648842D+00
      2 -0.885929D-02  0.116178D+00
      3 -0.273576D-03 -0.116257D-01  0.841349D+00
      4 -0.114165D+00  0.109478D-02  0.499123D-03  0.646963D+00
      5  0.109388D-02 -0.485367D-01  0.307981D-01 -0.926896D-02  0.861161D-01
      6  0.155538D-03  0.904933D-02 -0.546029D+00 -0.112851D-02 -0.576170D-01
      7 -0.271982D+00  0.521476D-03  0.127823D+00  0.439809D-02  0.390777D-03
      8  0.102643D-03 -0.371512D-01  0.972418D-03  0.304384D-03  0.614201D-02
      9  0.123298D+00 -0.709525D-04 -0.131121D+00  0.297675D-01  0.308714D-03
     10 -0.271633D+00  0.727667D-02 -0.127644D+00  0.437772D-02 -0.334447D-03
     11  0.769440D-02 -0.374691D-01  0.524719D-02 -0.244476D-03  0.615462D-02
     12 -0.123155D+00  0.405699D-02 -0.131107D+00 -0.297406D-01  0.129705D-02
     13  0.429512D-02 -0.119952D-03  0.202690D-02 -0.269401D+00  0.165296D-01
     14  0.919053D-05  0.518735D-02 -0.369086D-02  0.166787D-01 -0.342223D-01
     15 -0.298007D-01  0.200915D-02 -0.129889D-01 -0.122508D+00  0.111423D-01
     16  0.430200D-02  0.146524D-03 -0.214011D-02 -0.270460D+00 -0.871966D-02
     17  0.216822D-04  0.518401D-02 -0.363631D-02 -0.887496D-02 -0.332086D-01
     18  0.298486D-01  0.101786D-02 -0.129932D-01  0.122998D+00  0.711450D-02
     19  0.340538D-03 -0.601992D-04 -0.291722D-03 -0.171373D-02  0.308814D-03
     20 -0.624927D-04 -0.339214D-02 -0.180648D-01  0.310516D-03  0.175548D-01
     21 -0.729252D-04 -0.443670D-02 -0.711038D-02  0.112424D-03  0.695631D-02
                6             7             8             9            10 
      6  0.827157D+00
      7 -0.224244D-02  0.280321D+00
      8 -0.486496D-03 -0.509084D-03  0.233502D-01
      9 -0.129941D-01 -0.138389D+00 -0.343791D-03  0.137768D+00
     10  0.222600D-02 -0.152539D-01  0.704498D-03 -0.136195D-01  0.279963D+00
